,Spot size (Âµm),Fe57_mean,Pb204_mean,Pb206_mean,Pb207_mean,Pb208_mean,Th232_mean,U238_mean,TotalBeam_mean,BeamSeconds_mean,Mask_mean,Fe57_CPS_mean,Pb204_CPS_mean,Pb206_CPS_mean,Pb207_CPS_mean,Pb208_CPS_mean,Th232_CPS_mean,U238_CPS_mean,TotalBeam_CPS_mean,Pb206/U238_mean,Pb206/U238 age_mean,Pb207/U235_mean,Pb207/U235 age_mean,Pb208/Th232_mean,Pb208/Th232 age_mean,DC Pb206/U238_mean,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb207/U235_mean,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb208/Th232_mean,DC Pb208/Th232 age_mean,DC Pb207/Pb206_mean,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC U238/Pb206_mean,Raw U/Th_mean,Final Pb206/U238_mean,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
JK_21_G_Band-37,60,2.52571e+07,5103.77,1360.52,901.033,1975.58,462.231,1694.56,2.52686e+07,20.8935,1,2.52566e+07,84.8819,1351.98,892.435,1958.97,460.628,1692.1,2.52631e+07,0.80495,3790.53,72.4416,4344.54,5.33168,34843.9,1.92135,0.101455,6829.12,58.61,3.01664,4120.91,5.33168,34843.9,0.668631,0.0203935,4596.46,0.548054,4.58911,0.743164,0.0392784,3537.09,137.307,66.9842,3.45062,4254.19,49.7279,0.670093,0.020438,4597.08,35.188,1.41534,0.0701202,0.847172,0.369882,
JK_21_G_Band-38,60,2.64504e+07,5077.65,1802.24,1170.78,2609.83,721.253,2252.16,2.64641e+07,20.8935,1,2.64493e+07,134.344,1793.95,1161.94,2593.37,719.932,2249.2,2.6458e+07,0.796979,3770.77,71.1974,4333.52,4.29868,32176.9,1.88729,0.0885073,6783.6,57.3705,2.90757,4112.47,4.29868,32176.9,0.655615,0.0166754,4589.99,0.546073,3.71411,0.72834,0.0341925,3508.89,118.865,65.4257,3.31884,4243.58,47.639,0.657236,0.016716,4593.57,33.7148,1.41323,0.0633759,0.863914,0.0922414,
JK_21_G_Band-39,60,2.644e+07,4907.59,1111.96,708.156,1516.3,264.808,1369.74,2.64499e+07,20.8935,1,2.64391e+07,-122.853,1104.63,700.328,1498.62,264.301,1372.65,2.6444e+07,0.822035,3793.86,70.2546,4301.97,-43.9773,38470.4,1.94279,0.121751,6837.87,57.06,3.92027,4079.84,-43.9773,38470.4,0.646307,0.023584,4500.29,0.54835,-62.6569,0.74811,0.0469182,3534.08,152.061,64.9329,4.46389,4208.65,63.9,0.648095,0.0236481,4504.32,45.8501,1.42216,0.0689397,0.709405,0.0395492,
JK_21_G_Band-40,60,2.48869e+07,5365.62,868.635,547.568,1273.26,223.465,1036.27,2.48963e+07,21.105,1,2.48865e+07,130.054,860.762,538.648,1258.27,221.126,1033.82,2.48906e+07,0.837416,3865.61,70.809,4302.92,-25.2756,37577.2,2.01091,0.133041,6949.24,57.725,4.2605,4081.07,-25.2756,37577.2,0.631756,0.0275148,4418.16,0.546855,-22.688,0.762296,0.0504436,3571.66,166.742,64.7392,4.77884,4195.34,72.1475,0.635381,0.0276723,4422.73,61.3678,1.4399,0.0796117,0.840349,0.220765,
JK_21_G_Band-41,60,2.68626e+07,5431.85,2396.58,1755.58,3925.28,649.181,2134.15,2.6879e+07,21.1056,1,2.68618e+07,173.735,2388.99,1747.14,3909.96,647.104,2131.8,2.68728e+07,1.0995,4700.85,109.048,4704.8,6.99081,39372.5,2.62315,0.161569,8125.63,89.7759,6.28075,4482.8,6.99081,39372.5,0.712461,0.018769,4691.06,0.43167,3.98173,0.993875,0.0612237,4381.33,205.409,100.645,7.04159,4597.35,78.5931,0.716729,0.0188804,4695.61,34.4712,1.13718,0.0748635,0.927243,-0.175716,
JK_21_G_Band-42,60,2.70688e+07,5294.05,1181.4,762.594,1637.55,360.9,1596.07,2.70799e+07,21.105,1,2.7068e+07,29.1302,1174.78,755.835,1622.25,359.064,1592.81,2.70738e+07,0.758841,3651.27,66.2113,4259.05,5.31288,36306.6,1.77577,0.0947208,6621,53.9212,3.44073,4038.08,5.31288,36306.6,0.641684,0.021427,4531.35,0.602521,6.51159,0.672571,0.0358788,3334.12,136.972,60.4344,3.85651,4151.68,60.9245,0.645688,0.0215603,4537.46,43.6044,1.58779,0.128239,0.674466,-0.0150113,
JK_21_G_Band-43,60,2.65327e+07,5288.29,1356.95,847.068,1836.1,453.082,1767.28,2.65443e+07,20.8935,1,2.65321e+07,86.9023,1349.96,842.074,1821.98,451.34,1764.61,2.65385e+07,0.774944,3642.79,65.2839,4237.94,5.46637,33998.8,1.8568,0.109318,6615.15,53.0045,3.00586,4017,5.46637,33998.8,0.626842,0.019681,4505.39,0.576826,5.06352,0.703115,0.0413974,3359.44,130.662,59.4011,3.36865,4130.5,55.0358,0.6309,0.0198076,4511.79,42.6172,1.52038,0.0667385,0.554769,0.275818,
JK_21_G_Band-44,60,2.76428e+07,5283.01,2881.15,2185,4830,637.796,2205.7,2.76609e+07,21.1056,1,2.76422e+07,211.403,2872.61,2179.55,4817.07,636.383,2203.91,2.76551e+07,1.26405,5207.43,130.414,4881.44,9.08098,43166.9,3.08655,0.22827,8808.01,108.735,8.89497,4650.5,9.08098,43166.9,0.740795,0.0202949,4713.9,0.385803,4.3938,1.1687,0.0864332,4883.56,263.77,121.862,9.96853,4764.91,91.7468,0.745756,0.0204297,4719.54,36.0717,1.01695,0.0781551,0.920097,-0.0527973,
JK_21_G_Band-45,60,2.61007e+07,5143.24,1815.02,1195.36,2862.49,2260.8,2027.99,2.61163e+07,21.105,1,2.61002e+07,49.4372,1805.21,1187.83,2849.09,2260.25,2025.94,2.61107e+07,0.936102,4224.82,83.5904,4472.41,1.46395,17605.4,2.18764,0.120677,7448.48,67.097,4.00148,4251.82,1.46395,17605.4,0.656489,0.0214616,4564.5,0.479994,1.03573,0.828388,0.045695,3867.94,147.753,75.2099,4.48502,4365.99,51.2045,0.661026,0.0216101,4571.82,38.347,1.26515,0.0565119,0.504157,0.0621991,
JK_21_G_Band-46,60,2.54604e+07,5229.38,1086.05,676.129,1553.77,1230.62,1488.36,2.54717e+07,20.8935,1,2.54598e+07,70.5205,1077.53,668.632,1538.52,1230.74,1486.26,2.54659e+07,0.737624,3531.86,62.5589,4193.21,1.37923,16994.5,1.74107,0.0878119,6435.62,50.346,2.83462,3966.62,1.37923,16994.5,0.631595,0.0225974,4487.22,0.594594,1.28445,0.659416,0.0332552,3230.55,122.963,56.4503,3.17793,4080.52,53.4243,0.63609,0.0227578,4494.4,48.2011,1.56691,0.0731799,0.80975,0.280395,
JK_21_G_Band-47,60,2.62311e+07,5126.56,986.743,577.903,1341.98,1108.39,1583.9,2.62419e+07,20.8935,1,2.623e+07,9.6769,978.902,571.321,1324.87,1108.1,1581.11,2.62356e+07,0.617891,3087.32,48.6329,3959.93,1.27969,16069.9,1.47956,0.0868783,5791.97,39.4335,2.29571,3741.7,1.27969,16069.9,0.592039,0.0226606,4399.5,0.717677,1.52699,0.560538,0.0329098,2826.87,125.483,44.2323,2.57469,3855.35,66.0013,0.59636,0.022826,4410.14,52.6944,1.89069,0.0953706,0.823009,0.215617,
JK_21_G_Band-48,60,2.68881e+07,5060.75,958.003,599.344,1360.08,993.899,1464.75,2.68986e+07,20.8935,1,2.68872e+07,-43.062,949.109,592.001,1342.3,992.839,1462.11,2.68926e+07,0.659946,3232.75,55.7881,4061.45,1.43,17610,1.55225,0.0864222,5987.43,45.6079,3.06584,3841.01,1.43,17610,0.617699,0.0211947,4490.6,0.676998,1.62809,0.588317,0.0327496,2943.55,124.102,51.1829,3.44003,3955.46,58.8929,0.622309,0.0213525,4498.4,47.0957,1.78281,0.0912966,0.887549,0.189282,
JK_21_G_Band-49,60,2.77855e+07,5071.1,914.784,546.227,1359.63,1100.05,1243.55,2.77962e+07,21.105,1,2.77847e+07,-8.80728,906.179,537.981,1343.01,1098.9,1240.99,2.77902e+07,0.734189,3478.86,61.0287,4133.59,1.45028,16336.7,1.77695,0.136207,6384.68,50.0874,3.995,3911.97,1.45028,16336.7,0.614336,0.0243317,4441.1,0.644397,1.30367,0.673811,0.0516405,3223.89,174.865,56.2424,4.48515,4027.15,64.8343,0.619013,0.0245168,4452.16,50.7622,1.69612,0.112471,0.737808,0.139683,
JK_21_G_Band-50,60,2.7248e+07,5093.77,1530.04,928.058,2299.66,2360.68,1991.05,2.72623e+07,20.8935,1,2.72468e+07,13.0223,1522.53,919.422,2285.36,2360.26,1989.32,2.7256e+07,0.758417,3600.7,63.8191,4203.66,1.01756,14054.2,1.7865,0.0998689,6519.16,51.9418,3.34927,3980.73,1.01756,14054.2,0.624771,0.0193093,4497.76,0.590156,0.902057,0.677837,0.037883,3308.33,142.538,58.3637,3.76248,4096.78,56.5529,0.62961,0.0194588,4506.05,41.5371,1.55247,0.0839416,0.85679,0.238951,
JK_21_G_Band-51,60,2.90622e+07,5050.7,1582.34,973.523,2199.64,1904.59,1958.14,2.9076e+07,20.8935,1,2.90612e+07,47.2129,1574.7,965.182,2187.33,1904.64,1956.25,2.907e+07,0.810867,3718.2,68.47,4281.67,1.18873,15555.8,1.88676,0.102309,6724.87,55.5446,3.16787,4058.1,1.18873,15555.8,0.64146,0.0191281,4529.83,0.553784,1.08148,0.71636,0.0388326,3436.67,135.849,62.4577,3.56117,4175.08,50.7538,0.646501,0.0192785,4535.52,39.638,1.45585,0.0746283,0.666329,0.161422,
JK_21_G_Band-52,60,2.75054e+07,5105.16,1390.74,739.91,1606.36,1254.82,2419.45,2.75179e+07,20.8935,1,2.75046e+07,83.4756,1382.36,731.7,1594.31,1254.74,2417.07,2.75121e+07,0.574517,2922.04,41.3823,3796.96,1.40749,17224.2,1.35849,0.0592746,5500.6,33.386,1.57889,3564.15,1.40749,17224.2,0.534041,0.0163926,4304.83,0.75698,2.0561,0.516177,0.0225146,2666.87,94.8677,37.5713,1.77627,3680.61,45.9437,0.538287,0.0165228,4308.62,43.8574,1.98862,0.0898047,0.753688,0.176796,
JK_21_G_Band-53,60,2.69193e+07,4960.16,850.085,487.787,1117,710.022,1164.64,2.69287e+07,21.1056,1,2.69183e+07,96.514,841.471,478.829,1103.48,710.071,1161.96,2.69228e+07,0.739719,3491.48,56.121,4081.62,1.74314,19338.4,1.7626,0.117615,6349.49,45.1954,2.77769,3860.36,1.74314,19338.4,0.578335,0.0213884,4366.5,0.62353,1.87216,0.670255,0.0447125,3213.99,145.968,50.9038,3.12768,3978.46,60.3692,0.582975,0.0215601,4378.21,53.3748,1.63677,0.0883923,0.414757,0.359924,
JK_21_G_Band-54,60,2.66618e+07,4972.61,868.009,507.426,1172.53,881.701,1188.33,2.66716e+07,21.105,1,2.66609e+07,115.668,859.513,498.1,1157.39,881.383,1186.48,2.66659e+07,0.737662,3482.46,57.9601,4107.79,1.45809,17210.1,1.81565,0.14275,6363.06,46.9049,3.03357,3892.6,1.45809,17210.1,0.591178,0.0237086,4409.05,0.628006,1.50512,0.691018,0.0543174,3229.73,150.07,52.8756,3.41871,4011.65,62.8005,0.595951,0.0239,4417.28,50.1265,1.64716,0.0928508,0.280622,0.181805,
JK_21_G_Band-55,60,2.75264e+07,4881.19,942.148,598.564,1337.51,1191.07,1436.6,2.7537e+07,21.105,1,2.75256e+07,-93.8941,934.286,590.691,1321.08,1189.67,1434.28,2.75312e+07,0.642688,3186.37,56.7417,4070.95,1.16669,15125.2,1.52849,0.0823486,5887.29,46.1843,3.10327,3850.6,1.16669,15125.2,0.653179,0.0438613,4447.6,0.68586,1.28009,0.582268,0.0313591,2922.72,119.959,52.111,3.50053,3970.47,57.8964,0.658471,0.0442168,4448.74,51.8862,1.79738,0.0893991,0.181406,0.0982142,
JK_21_G_Band-56,60,2.89285e+07,4973.45,1405.66,880.031,1932.37,1010.66,1973.57,2.89407e+07,20.8935,1,2.89275e+07,-10.1074,1398.11,873.26,1915.23,1008.69,1969.49,2.89347e+07,0.722521,3484.97,62.731,4190.49,2.11036,22165.3,1.69771,0.0725459,6394.86,50.2084,2.29759,3972.45,2.11036,22165.3,0.628175,0.0184523,4531.06,0.607145,2.15889,0.64735,0.0276542,3208.36,111.306,56.7061,2.59458,4093.63,49.0779,0.633267,0.0186019,4539.97,37.5859,1.5897,0.0776583,0.60734,0.103847,
JK_21_G_Band-57,60,2.84896e+07,4974.41,1601.33,1023.16,2335.81,1072.27,2115.71,2.85028e+07,20.8935,1,2.84891e+07,65.6856,1592.34,1015.67,2318.22,1070.64,2114.5,2.84973e+07,0.729536,3517.42,63.6499,4202.48,2.34907,23225.8,1.7537,0.0958301,6437.63,51.8535,3.38185,3984.09,2.34907,23225.8,0.629051,0.0202338,4505.8,0.611111,2.20482,0.669341,0.0365597,3257.8,136.58,58.6187,3.82179,4106.16,64.8117,0.634138,0.0203975,4514.57,46.4621,1.5986,0.0836262,0.853004,0.0998099,
JK_21_G_Band-58,60,2.65517e+07,4813.11,1159.61,678.888,1573.7,902.27,1458.86,2.65624e+07,20.8935,1,2.65512e+07,111.325,1149.85,671.585,1554.98,901.702,1456.82,2.65571e+07,0.785387,3719.01,63.8053,4211.51,1.85602,20786.3,1.86324,0.095357,6685.79,51.5646,2.85296,3987.31,1.85602,20786.3,0.599644,0.020005,4444.28,0.558989,1.75972,0.711916,0.0364219,3426.07,131.206,58.3525,3.22747,4110.49,49.4898,0.604463,0.0201658,4449.44,47.3772,1.46084,0.0725446,0.855976,0.224892,
JK_21_G_Band-59,60,2.67741e+07,4829.5,1736.54,1136.75,2613.76,1661.57,1982.73,2.67882e+07,20.8935,1,2.67738e+07,-57.223,1729.11,1130.27,2593.23,1661.78,1983.91,2.6783e+07,0.90226,4102.59,84.0103,4466.56,1.65286,19540.9,2.13332,0.107512,7267.4,65.4722,3.50776,4239.44,1.65286,19540.9,0.674472,0.0204587,4585.7,0.489341,1.24312,0.815945,0.0411103,3803.49,135.957,74.1638,3.97321,4364.11,51.2323,0.679841,0.0206212,4597.18,41.4997,1.27765,0.0539221,0.643895,0.164801,
JK_21_G_Band-60,60,2.6095e+07,4866.83,1620.44,993.594,2376.64,1740.68,2076.93,2.61088e+07,20.8935,1,2.60946e+07,-128.789,1613.52,985.925,2364.39,1738.42,2074.17,2.61034e+07,0.773549,3672.1,65.5626,4241.99,1.41958,17473.9,1.83994,0.0898282,6647.46,52.0725,2.43366,4019.88,1.41958,17473.9,0.613182,0.0170956,4486.06,0.562282,1.24088,0.707837,0.0345584,3416.46,124.655,59.2899,2.77102,4149.24,49.4041,0.617301,0.0172104,4492.76,37.6129,1.46071,0.069789,0.849133,0.433622,
JK_21_G_Vein
JK_21_G_Vein-1,60,2.81766e+07,5439.96,1921.28,1843.05,4083.18,0,17.7654,2.81901e+07,20.8935,1,2.81762e+07,241.066,1914.35,1835.53,4070.81,-2.23167,15.3962,2.81844e+07,-369.794,27550.4,-47694,9297.65,-1782.49,73549.6,-839.68,171.65,33189.4,-37809,7678.5,9099.96,-1782.49,73549.6,0.967223,0.0234337,4824.45,0.00337479,-6.83103,-322.992,66.0277,27105.5,854.536,-43045.1,8741.96,9231.64,140.284,0.973638,0.0235889,4816.44,48.424,0.0087682,0.00259279,0.795096,0.115439,
JK_21_G_Vein-2,60,2.76048e+07,5298.57,1421.09,1285.08,2886.51,0,104.859,2.76159e+07,21.105,1,2.76043e+07,204.069,1413.72,1277.33,2874.98,-2.48113,102.414,2.76102e+07,14.453,18394.2,1526.13,7728.02,-1131.92,62500.3,34.9879,13.5475,23689.7,1069.96,833.31,7506.68,-1131.92,62500.3,0.915492,0.0285921,4799.73,0.0300749,-39.4818,13.4559,5.21003,17834,584.922,1217.95,948.541,7638.11,101.039,0.921502,0.0287797,4809.1,40.9404,0.078157,0.00909798,0.980943,-0.140199,
JK_21_G_Vein-3,60,3.00518e+07,5276.48,2193.11,2030.39,4520.93,0,173.743,3.0066e+07,21.1056,1,3.00509e+07,218.432,2185.8,2021.87,4510.14,-2.54313,171.065,3.00601e+07,16.1658,17448.5,2009.15,7589.16,-1785.31,75182.7,37.9882,4.13452,22689.9,1638.73,173.635,7362.88,-1785.31,75182.7,0.931142,0.0208799,4843.14,0.034852,-65.2338,14.6058,1.58969,16866.6,529.148,1864.95,197.61,7494.08,90.2137,0.937205,0.0210159,4840.19,31.0516,0.0905967,0.00748034,0.991292,0.00289849,
JK_21_G_Vein-4,60,2.74915e+07,5540.78,7561.24,6985.36,15809.3,0,698.233,2.75281e+07,20.8935,1,2.74907e+07,501.457,7554.45,6977.11,15798.2,-2.20538,696.011,2.75222e+07,11.6413,16107.8,1478.36,7366.95,-7204.5,98916.2,27.3799,1.61356,21319.4,1181.83,67.8302,7144.27,-7204.5,98916.2,0.925321,0.0115522,4920.09,0.0396209,-296.376,10.5234,0.620119,15539.1,332.46,1344.6,77.167,7275.17,55.5371,0.931309,0.011627,4925.99,23.911,0.103026,0.00562385,0.971937,0.238523,
JK_21_G_Vein-5,60,1.93124e+07,5147.1,198.772,177.642,363.491,3.93258,21.7877,1.93185e+07,20.8935,1,1.93119e+07,133.074,191.955,170.391,351.212,2.2252,19.0639,1.93129e+07,-13.4281,12484.4,-2179.68,6635.49,-195.396,34257,-30.5266,13.5548,17526,-1447.58,596.906,6428.33,-195.396,34257,1.09988,0.139023,4138.56,0.0576119,-10.2489,-11.7281,5.20778,12070.4,886.971,-1646.42,678.91,6558.65,197.254,1.10697,0.139918,4148.2,195.911,0.149866,0.0381106,0.72113,-0.0240171,
JK_21_G_Vein-6,60,2.97437e+07,5158.52,2160.46,1968.69,4410.55,0,359.448,2.9758e+07,21.105,1,2.97431e+07,245.081,2153.23,1961.57,4397.51,-1.46747,356.526,2.97524e+07,6.89275,13066.2,882.286,6822.36,-2921.33,72491.4,16.1653,1.02068,18141.9,693.866,45.066,6604.92,-2921.33,72491.4,0.921603,0.024054,4842.56,0.0687151,-236.984,6.20804,0.391984,12559,351.507,788.905,51.2386,6735.06,68.1931,0.927531,0.0242088,4824.39,52.314,0.178823,0.011378,0.847128,0.092181,
JK_21_G_Vein-7,60,2.79688e+07,5055.45,3142.06,2901.78,6607.9,0,387.534,2.79869e+07,21.105,1,2.79679e+07,229.606,3134.08,2893.79,6595.74,-1.52986,384.755,2.79811e+07,8.71012,14447.7,1110.86,7073.95,-4339.17,80931,20.8629,1.37229,19502,906.14,59.7185,6847.93,-4339.17,80931,0.931713,0.0175413,4896.81,0.0551463,-245.125,8.00846,0.526816,13847.8,391.199,1029.88,67.8785,6977.74,67.4089,0.937708,0.0176542,4898.31,25.3583,0.143579,0.0100053,0.893863,0.113723,
JK_21_G_Vein-8,60,3.01292e+07,5016.05,4141.7,3692.78,8171.46,0,1060.05,3.01515e+07,20.8935,1,3.01284e+07,330.679,4133.19,3684.18,8161.57,-1.76714,1058.63,3.01459e+07,4.0617,10354.8,494.689,6286.44,-4411.11,88300,9.59304,0.487087,15090.6,403.537,21.8257,6059.93,-4411.11,88300,0.886754,0.0139226,4897.12,0.109427,-576.354,3.68061,0.18691,9866.88,265.7,458.471,24.7994,6189.19,52.9371,0.892475,0.0140124,4898.69,24.6912,0.285033,0.0150383,0.932616,0.0332002,
JK_21_G_Vein-9,60,2.58922e+07,5002.07,4690.91,4300.94,9750.94,9.55056,546.157,2.59165e+07,20.8935,1,2.58916e+07,385.062,4682.97,4292.58,9742.74,7.68551,544.793,2.59113e+07,9.1882,14821.3,1161.19,7123.55,-4666,91232.4,21.3316,1.03904,19922.4,915.045,45.0756,6900.7,-4666,91232.4,0.912802,0.0134951,4914.02,0.0491148,-254.356,8.18024,0.398394,14210.8,280.689,1039.2,51.186,7029.76,49.6038,0.918722,0.0135827,4921.26,23.2182,0.127991,0.00631751,0.929972,0.120932,
JK_21_G_Vein-10,60,2.91302e+07,5685.04,15068.7,13825.8,31039.7,13.4831,1403.19,2.91972e+07,20.8935,1,2.91296e+07,995.438,15061.6,13818.1,31031.3,11.7102,1401.47,2.91919e+07,10.8686,15756.4,1366.34,7298.88,-14896.6,114484,26.4122,1.71647,20968.1,1133.81,73.756,7076.93,-14896.6,114484,0.917927,0.0073701,4943.4,0.042953,-673.263,10.1235,0.658009,15196.4,358.158,1287.17,83.7418,7205.6,62.5991,0.923931,0.00741817,4933.01,52.9765,0.111994,0.00657562,0.989249,-0.0201352,
JK_21_G_Vein-11,60,2.849e+07,5087.93,6076.93,5444.34,12327.4,12.8492,1208.38,2.85203e+07,21.105,1,2.84888e+07,390.732,6068.97,5437.01,12317.8,11.0168,1206.06,2.85144e+07,5.14013,11651.1,636.221,6545.33,-5819.78,96493,12.2667,0.537361,16569.6,513.299,22.4054,6322.36,-5819.78,96493,0.897436,0.0132132,4907.48,0.0848773,-569.499,4.69935,0.2059,11145.5,234.975,582.515,25.4296,6450.56,41.8448,0.903367,0.0133006,4914.7,20.4492,0.221405,0.00982122,0.720277,0.0698104,
JK_21_G_Vein-12,60,2.89158e+07,5163.52,7571.5,6915.15,15855.3,16.7598,1444.2,2.89527e+07,21.1056,1,2.89147e+07,409.834,7563.1,6908.62,15844.3,14.8876,1442.01,2.89468e+07,5.42393,11927.1,687.012,6612.8,-6918.64,102270,12.8126,0.548234,16831.8,548.938,23.5514,6391.78,-6918.64,102270,0.916438,0.0107848,4927.99,0.0804161,-623.877,4.90622,0.209937,11376.1,233.42,622.758,26.7187,6519.66,43.3929,0.922575,0.0108572,4926.2,24.0739,0.209858,0.00878256,0.925812,0.130713,
JK_21_G_Vein-13,60,2.73326e+07,4924.11,1302.2,1140.17,2650.88,8.33333,290.953,2.73432e+07,20.9995,1,2.73318e+07,55.8414,1294.6,1133.89,2637.69,6.46916,289.281,2.73376e+07,5.04196,11311.4,598.958,6432.52,-1281.71,65513.7,11.9868,0.920117,16137.8,485.855,36.6572,6208.49,-1281.71,65513.7,0.894152,0.0363268,4763.21,0.104477,-140.276,4.58809,0.352207,10804.9,390.856,551.04,41.5766,6336.02,73.4113,0.900235,0.0365745,4772.93,39.4135,0.272762,0.0348706,0.486901,0.119002,
JK_21_G_Vein-14,60,2.78596e+07,5903.82,16580.2,15322.5,34870.7,30,1104.32,2.79336e+07,20.9995,1,2.78589e+07,1041.34,16572,15315.8,34854.8,27.9224,1102.71,2.79279e+07,15.1354,17697.3,1926.19,7637.82,-11993.1,116169,36.8138,2.42482,22995.3,1592.48,104.627,7416.11,-11993.1,116169,0.925781,0.00798936,4969.99,0.0323997,-379.992,14.0856,0.927855,17116.5,436.635,1805.73,118.643,7543.62,74.4077,0.932194,0.00804468,4946.49,55.2545,0.0846191,0.00714989,0.990261,-0.128113,
JK_21_G_Vein-15,60,2.65885e+07,5627.32,11746.9,10790.7,24283.2,18.5393,1333.93,2.66423e+07,21.105,1,2.65879e+07,711.244,11739.3,10783.8,24265.5,16.3449,1332.1,2.66368e+07,9.05702,14805.4,1149.42,7141.61,-8589.85,111708,21.0854,0.913422,19948.4,911.208,37.6941,6916.99,-8589.85,111708,0.92161,0.00868673,4965.9,0.0484436,-466.888,8.06491,0.349413,14215.5,244.941,1033.04,42.7364,7044.28,42.8664,0.928129,0.00874865,4949.11,36.6848,0.126559,0.00520487,0.959511,0.192465,
JK_21_G_Vein-16,60,2.62194e+07,5097.1,3471.31,3071.75,6896.56,145.98,1316.32,2.62396e+07,21.105,1,2.62188e+07,251.644,3464.87,3064.8,6878.5,144.368,1315.74,2.62341e+07,3.50908,9163.59,441.157,5987.8,-2392.48,63712.6,8.32333,0.723748,13598.2,355.893,32.7163,5763.63,-2392.48,63712.6,0.88517,0.0170653,4877,0.17589,-265.055,3.18272,0.276759,8697.39,466.607,403.438,37.0874,5890.42,112.045,0.891583,0.0171888,4881.57,29.107,0.459635,0.0528732,0.969461,-0.189125,
JK_21_G_Vein-17,60,2.64518e+07,5048.2,3796.63,3360.83,7727.07,13.4503,837.421,2.64727e+07,21.105,1,2.64509e+07,260.765,3789.9,3353.86,7708.86,12.9698,834.519,2.64669e+07,4.80652,11273.7,583.306,6454.9,-12806.9,85523.6,11.3319,0.612754,16098.3,470.039,25.4265,6229.79,-12806.9,85523.6,0.886921,0.0160548,4886.34,0.0941443,-1321.35,4.33235,0.234272,10733.5,289.385,532.825,28.8226,6356.82,55.5364,0.893512,0.0161739,4891.68,22.0498,0.246061,0.0158652,0.918675,0.0564496,
JK_21_G_Vein-18,60,2.81026e+07,5050.97,2931.5,2568.63,5740.06,66.1017,1099.61,2.81201e+07,21.1056,1,2.81019e+07,164.641,2924.38,2561.31,5720.88,66.1104,1103.26,2.81145e+07,2.65333,8086.98,318.798,5765.21,86841.1,157497,6.52779,0.517376,12431.1,266.697,21.5113,5541.27,86841.1,157497,0.877869,0.018689,4862.97,0.196435,16222.8,2.49544,0.197785,7682.38,359.628,302.341,24.3856,5668.06,86.0545,0.884576,0.0188317,4862,28.9606,0.513465,0.0414189,0.958709,0.0749108,
JK_21_G_Vein-19,60,2.85972e+07,5228.82,3697.43,3328.01,7592.92,0,711.643,2.86178e+07,21.1056,1,2.85967e+07,324.649,3689.56,3322.09,7580.25,-2.32022,710.019,2.86124e+07,5.73458,12164.3,705.694,6635.68,-3043.48,89041.3,13.4647,0.695323,17080.5,562.632,28.4695,6410.35,-3043.48,89041.3,0.905799,0.0148111,4911.95,0.0787894,-283.777,5.16347,0.26664,11612.9,262.944,640.6,32.4147,6541.89,50.2799,0.914614,0.0149556,4914.61,21.8612,0.205307,0.00944026,0.897245,0.17205,
JK_21_G_Vein-20,60,2.84854e+07,5391.11,6907.91,6310.34,14344.8,0,508.662,2.85189e+07,20.8935,1,2.84843e+07,402.258,6900.85,6304.8,14332.7,-1.79763,506.005,2.85128e+07,15.4288,17059.6,1947.87,7503.63,-7289.61,93951.1,38.3074,3.62867,22286.7,1659.36,160.389,7280.9,-7289.61,93951.1,0.920593,0.0125463,4929.69,0.0434819,-253.042,14.6977,1.39214,16522,689.829,1890.33,182.7,7413.13,121.868,0.929656,0.0126699,4919.84,34.1834,0.113232,0.0151194,0.989462,0.0230275,
JK_21_G_Vein-21,60,2.81966e+07,5185.19,4921.72,4571.37,10480.1,0,121.788,2.82219e+07,21.1056,1,2.81956e+07,229.351,4915.02,4565.54,10467.8,-1.54315,118.385,2.82159e+07,81.5021,25890.5,10443.2,8975.38,-6813.29,92076.9,180.911,25.3998,31343.9,7875.74,1109.03,8754.73,-6813.29,92076.9,0.928556,0.012793,4932.55,0.0103991,-73.6048,69.4589,9.75257,25280.7,821.681,8978.18,1264.36,8887.67,133.109,0.937788,0.0129204,4929.7,27.5075,0.0270673,0.00337663,0.991805,-0.0176428,
JK_21_G_Vein-22,60,3.00825e+07,5205.78,6939.51,6329.99,14281.7,5.08475,809.642,3.01164e+07,20.8935,1,3.00819e+07,368.695,6931.61,6323.9,14268.7,4.02336,808.615,3.0111e+07,11.6619,15154.4,1480.31,7195.95,-12783.8,98502.6,26.2672,2.89782,20254.8,1131.46,125.585,6973.16,-12783.8,98502.6,0.915061,0.0119144,4937.36,0.054019,-686.377,10.0912,1.11341,14588.1,570.297,1290.63,143.271,7106.61,107.103,0.924236,0.0120341,4944.39,14.468,0.14051,0.0126973,0.995798,-0.110075,
