,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,PbTotal_mean,PbTotal_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,PbTotal_CPS_mean,PbTotal_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
GQ5_5
NIST 610 - 7,10024.4,481.983,14811.6,388.111,243241,5800.15,218388,5139.78,516856,14766,937830,25368.4,1.115e+06,35722.7,996244,23900.6,4.05114e+06,108560,17.0522,1.69166,1,0,10336.4,330.393,14438.8,292.076,247761,4035.11,222528,3407.36,530034,9972.22,965507,15414.1,1.15458e+06,22268.3,1.01476e+06,15922.5,4.16177e+06,64269.3,0.215769,0.00228936,1259.08,12.1209,26.7502,0.307763,3372.19,11.1253,0.552524,0.0070291,8883.7,90.9636,0.182766,0.00274276,0.00658766,1081.46,14.9083,22.783,0.327092,0.803981,3214.4,13.707,1.28727,0.125322,16323.2,1070.95,0.900529,0.00978633,0.010034,4949.5,15.2904,5.51439,0.0809665,1.19843,0.0168823,0.186008,0.00280724,0.00674251,1099.08,15.216,36.5462,23.6337,0.339518,0.834524,3250.07,13.7363,33.7634,0.905411,0.00983961,0.0100886,4951.05,15.6106,16.0057,5.40353,0.0797944,0.191653,0.736364,0.454299,
NIST 610 - 8,9863.01,478.138,14500.6,473.73,236025,6350.4,212586,5989.12,501245,15060.1,907783,26454.7,1.07494e+06,35772.4,970005,24782.4,3.92833e+06,111151,17.0522,1.69166,1,0,10264,331.263,14333.9,313.48,242485,3871.97,218788,3644.31,515904,10230.6,934484,17022.1,1.11472e+06,22384.3,991535,16494.6,4.04255e+06,66980.1,0.218742,0.00270991,1274.66,14.2988,27.2222,0.333048,3388.97,12.0105,0.551419,0.0055262,8872.06,71.8416,0.185203,0.00284794,0.00670436,1094.68,15.478,23.1335,0.355114,0.825968,3228.67,14.9644,1.32519,0.134826,16318.2,1062.41,0.903851,0.00986072,0.0101084,4955.63,16.6022,5.43463,0.0864736,1.19523,0.0184111,0.185737,0.00287846,0.00677619,1097.57,15.636,36.8089,23.0508,0.356718,0.829699,3225.12,15.0779,35.0701,0.911368,0.00994263,0.0101923,4958.26,18.407,18.8693,5.43611,0.0871905,0.205256,0.728777,0.385468,
NIST 610 - 23,9507.27,438.549,13855.1,367.055,226212,5869.65,202402,5402.44,480705,15041.4,905949,26046.6,1.03206e+06,33385.6,925846,25006,3.80553e+06,105031,17.278,1.69334,1,0,9827.57,326.329,13532.6,265.508,231566,3793.21,207297,3537.34,495421,10116.9,931307,17365.8,1.06819e+06,21612.4,947815,16438.2,3.90931e+06,66513,0.21861,0.00244759,1274.06,12.932,26.9652,0.294867,3380.18,10.7168,0.533442,0.00526992,8636.78,69.2813,0.184777,0.00249306,0.00654854,1092.51,13.5376,22.932,0.319953,0.805508,3220.88,13.4038,1.28427,0.132801,16099.6,1089.12,0.896077,0.0085712,0.0088502,4956.27,13.0968,5.43837,0.0743115,1.14774,0.0167302,0.193778,0.00257029,0.00675141,1141.28,13.8507,36.3819,24.5381,0.337553,0.849819,3286.9,13.2571,33.3758,0.906097,0.00866686,0.00894897,4967.42,13.8932,14.3455,5.16145,0.0692942,0.182016,0.758969,0.336246,
NIST 610 - 22,9248.41,475.265,13921.4,397.574,229479,5878.22,205635,5515.39,489540,14384.2,876453,26635.8,1.04458e+06,33626.6,938650,25216,3.81909e+06,104439,17.1622,1.68815,1,0,9705.36,320.015,13611.4,290.036,234835,3765.83,210642,3598.22,501928,10152.4,903341,17043.4,1.07771e+06,22448.8,961039,16270.5,3.91286e+06,67737.3,0.219189,0.00260601,1277.07,13.7563,27.099,0.318711,3384.76,11.4164,0.556241,0.00620926,8933.63,80.5048,0.18571,0.00268979,0.00665389,1097.51,14.5875,23.0254,0.34141,0.817002,3224.47,14.1629,1.315,0.130355,16402.6,1074.34,0.897468,0.0103195,0.0105531,4947.52,13.4567,5.42422,0.0771616,1.19249,0.0160906,0.198074,0.00288872,0.007146,1164.3,15.5019,38.348,24.6563,0.367738,0.880005,3291.1,14.2833,34.1802,0.908157,0.0104422,0.0106786,4953.54,13.6735,13.983,5.08975,0.0729172,0.18038,0.69517,0.362619,
NIST 610 - 21,9131.37,469.804,13617.3,409.617,224445,5937.73,200150,5469.3,477344,13711.2,864673,21852.1,1.00435e+06,33293,915627,24715.5,3.71075e+06,102168,17.0641,1.68873,1,0,9575.69,346.078,13365.9,290.603,229792,3917,205681,3417.13,490704,9185.44,883827,14949.4,1.04016e+06,21898.6,939952,15405.9,3.81352e+06,63250.7,0.222766,0.0025166,1295.98,13.2539,27.4476,0.334747,3398.58,12.1916,0.555295,0.00680863,8920.18,87.893,0.188382,0.00263934,0.0067141,1112.04,14.28,23.2855,0.331789,0.820692,3239.19,14.6481,1.28338,0.121466,16337.2,1065.67,0.895445,0.00931941,0.00957628,4946.52,17.3838,5.33593,0.075403,1.17506,0.0166526,0.207041,0.00289764,0.00737117,1212.37,15.4323,39.2576,25.4249,0.362202,0.89592,3324.91,14.696,36.351,0.908043,0.00945048,0.00971096,4952.3,18.6396,19.1533,4.8289,0.0681307,0.173315,0.732525,0.35157,
NIST 610 - 20,9136.88,425.371,13065.5,291.335,214876,4792.37,191479,4902.22,453896,12189.3,852084,25241.8,975499,31514,876867,20103.2,3.59151e+06,95542.5,17.1622,1.68815,1,0,9431.23,287.516,12636.4,227.025,218707,3184.6,196063,3025.1,465044,7896.84,881024,14387.3,1.00976e+06,20244.4,892452,13260.9,3.68877e+06,56861.7,0.218172,0.00222663,1271.83,11.7699,26.9892,0.297731,3381.06,10.6848,0.529602,0.00525641,8586.15,69.1058,0.184883,0.00223118,0.00645667,1093.19,12.1024,22.9018,0.292568,0.79412,3223.25,12.9973,1.23926,0.122824,15919.8,1080.38,0.896762,0.00739792,0.00771991,4971.55,13.8652,5.43607,0.0638986,1.14543,0.0139704,0.195312,0.00235343,0.00681043,1149.64,12.6526,36.6146,24.9577,0.317319,0.861305,3307.06,12.9891,35.2566,0.910534,0.00751141,0.00783835,4959.7,19.1875,20.0227,5.17499,0.0608649,0.176133,0.804832,0.186459,
NIST 610 - 19,8545.97,412.397,12894.6,351.404,211401,5678.76,189300,4735.54,449234,14086.7,810141,23759.5,951075,31610,864333,23777.2,3.50434e+06,99213.5,17.0641,1.68873,1,0,8842.13,278.107,12659.3,228.671,216732,3505.66,193689,2939.69,464947,8569.59,834018,15249.7,986108,19822.7,888517,14030.5,3.60605e+06,59604.9,0.221784,0.00250745,1290.81,13.2042,27.2593,0.323756,3390.48,11.5016,0.558549,0.00632079,8963.37,81.7224,0.187514,0.00251911,0.00664142,1107.38,13.6299,23.2198,0.321578,0.814669,3233.05,13.3126,1.34086,0.137989,16290.3,1056.49,0.892184,0.00921378,0.00947164,4926.98,19.2023,5.35771,0.0720079,1.18198,0.0146334,0.197087,0.00266428,0.00702416,1159.09,14.2976,37.6943,24.4379,0.340249,0.86197,3282.84,13.4091,33.9699,0.906625,0.00936293,0.00962497,4941.62,19.3284,19.8693,5.06511,0.0683821,0.180284,0.736432,0.413502,
NIST 610 - 18,8833.77,479.875,13130.9,355.12,214961,5762.61,192188,5207.7,458259,13328.5,838074,23821.7,960515,36431.8,878538,24063.4,3.58284e+06,101170,17.0522,1.69166,1,0,9260.32,314.911,12831.3,230.671,220546,3348.69,197279,2980.86,472052,8124.55,863104,13960,1.00919e+06,19990.4,903523,13448.9,3.68866e+06,57866.6,0.219934,0.0020627,1281.2,10.8956,27.1786,0.299039,3387.9,10.7424,0.546475,0.00478367,8808.66,62.4379,0.186523,0.00237891,0.00655925,1102.06,12.8614,23.098,0.292396,0.799942,3228.45,12.2384,1.29311,0.128234,16217.5,1057.21,0.895177,0.00829352,0.00858098,4960.73,10.5454,5.39074,0.0653542,1.16679,0.0145652,0.179506,0.00232428,0.00640863,1063.83,12.642,34.8571,23.2712,0.297328,0.813436,3235.67,12.3518,33.7921,0.910027,0.0084311,0.00872333,4970.93,9.90117,10.2443,5.62365,0.0693112,0.191108,0.76738,0.353514,
NIST 610 - 17,8887.64,476.734,12779.6,519.276,213017,6671.67,191126,6080.92,452220,15881.5,819905,28555.6,942450,43076.5,872226,27496.9,3.55097e+06,114756,17.278,1.69334,1,0,9370.68,321.756,12870,290.139,220109,3890.22,198269,3280.49,472317,8539.53,856413,14997.6,1.01075e+06,22160,904110,14587.3,3.68485e+06,62178.6,0.219863,0.00247746,1280.68,13.0516,27.2316,0.322496,3391.05,11.9687,0.553169,0.00617934,8893.68,80.3427,0.186234,0.00243554,0.00657121,1100.46,13.2138,23.1789,0.306097,0.807464,3231.6,12.7774,1.30343,0.128959,16461.6,1099.72,0.900153,0.00977234,0.0100202,4956.27,14.1478,5.40211,0.0698244,1.17891,0.0180219,0.198791,0.00258602,0.0069772,1168.29,13.8824,37.4553,24.8324,0.327206,0.863149,3298.76,12.7854,33.7271,0.915061,0.00993418,0.0101861,4962.74,18.1833,18.6444,4.99824,0.0642162,0.173258,0.64008,0.453019,
NIST 610 - 16,7911.37,421.855,11715.4,385.981,193603,5739.27,172330,5069.33,407462,14663.4,755449,23920.1,848064,37055,790013,23739.5,3.20309e+06,103728,17.0641,1.68873,1,0,8287.47,321.253,11581.6,259.312,199227,3839.66,177474,3215.88,424606,9383.23,782599,14197.4,900692,22526.2,812884,15729.5,3.3174e+06,63986,0.222736,0.00263068,1295.78,13.8544,27.3365,0.330544,3393.15,11.7782,0.541808,0.00646277,8755.61,86.6181,0.188274,0.0024784,0.0066492,1111.52,13.4101,23.1985,0.281766,0.799148,3232.86,11.764,1.27212,0.125643,16049.2,1043.91,0.891667,0.00752428,0.00783757,4968.68,10.058,5.32748,0.0722153,1.14638,0.0182265,0.199141,0.00260312,0.00698382,1170.17,13.9565,37.4433,24.389,0.295885,0.839192,3281.62,11.7745,33.3951,0.906288,0.00764764,0.00796607,4972.42,11.8015,12.2929,5.02498,0.0677312,0.181714,0.812628,0.385589,
NIST 610 - 15,7727.45,414.382,11348.1,420.008,186549,6167.92,166427,5466.39,396542,14373.8,731449,25978,800199,37283.1,763352,25279.5,3.07708e+06,110291,17.1622,1.68815,1,0,8115.17,296.999,11296.9,281.774,193099,4097.28,172438,3448.4,413423,9146.16,762999,15470,856124,22215.3,790293,16293.3,3.20792e+06,67687.4,0.226463,0.00237298,1315.51,12.4457,27.9728,0.311115,3416.1,10.7797,0.542722,0.00591382,8757.73,77.2651,0.192552,0.00253683,0.00680107,1134.67,13.6822,23.7791,0.277946,0.815378,3257.14,11.2876,1.28837,0.132304,16148,1085.07,0.893914,0.00837569,0.00865963,4954.26,11.5368,5.22488,0.0675484,1.11939,0.0158214,0.202439,0.00266357,0.00714083,1187.85,14.2464,38.1936,25.0971,0.292761,0.85884,3309.76,11.2892,33.1177,0.908281,0.00851029,0.0087988,4962,11.5298,11.9207,4.96229,0.0640559,0.171729,0.712464,0.489084,
NIST 610 - 14,8108.3,415.605,11969.3,457.801,200177,6462.12,178617,5803.68,421560,16358.6,780518,27908.5,875973,40183.2,817789,26855.6,3.31429e+06,117616,17.0522,1.69166,1,0,8492.77,260.931,12068.1,257.952,207741,3575.8,185480,3144.12,443538,8932.58,815860,15186.5,940016,20509.7,848858,14800.6,3.46381e+06,61647.7,0.222116,0.00254617,1292.55,13.387,27.2868,0.268642,3392.19,9.61884,0.543331,0.0055287,8775.58,74.3307,0.18868,0.0027509,0.00676766,1113.61,14.8831,23.2379,0.298086,0.806228,3234.26,12.4126,1.28549,0.12748,16150.7,1056.6,0.89331,0.00844711,0.00872835,4951.42,17.2583,5.33935,0.076437,1.15188,0.0173805,0.190732,0.00278451,0.00685035,1124.72,15.0386,36.9975,23.847,0.307002,0.830345,3259.43,12.4692,33.7253,0.907331,0.00857969,0.00886535,4956.67,21.2964,22.0055,5.38826,0.077533,0.190744,0.778841,0.439524,
NIST 610 - 13,7671.53,449.975,11286.2,532.118,189087,7671.17,166587,7519.8,394720,18759.6,745573,28505.4,820487,43477.9,766704,32938,3.11878e+06,134943,17.0522,1.69166,1,0,8001.69,341.674,11584.9,313.355,199809,4320.88,178458,3937.11,425541,9864.04,786221,15001.9,896729,23682.3,815427,17715,3.31942e+06,72683.8,0.223511,0.00206065,1300.07,10.841,27.5704,0.263736,3404.81,9.80135,0.541931,0.00618188,8746.91,80.4007,0.189904,0.00231164,0.0066389,1120.42,12.4967,23.4725,0.281378,0.807286,3244.36,11.65,1.29631,0.130138,16103.1,1041.2,0.894017,0.00873586,0.00900851,4959.17,14.1695,5.2931,0.0633976,1.13752,0.0151009,0.197167,0.00239,0.00686394,1159.63,12.8411,36.8788,24.0606,0.289524,0.830657,3268.45,11.7056,33.5839,0.907748,0.00887004,0.00914688,4958.72,16.9373,17.466,5.08402,0.0606497,0.174183,0.645837,0.437892,
NIST 610 - 12,7583,428.281,11335.3,547.643,187684,8155.33,164908,7838.72,393478,20439.7,747168,28463.3,815646,43726.7,764856,34982.7,3.10182e+06,141652,17.278,1.69334,1,0,8006.21,310.134,11651.3,320.65,199676,4562.99,177836,4048.8,429822,10529,785951,14846.4,892257,23818.9,819028,18761.9,3.32429e+06,73877.2,0.224437,0.00205945,1304.95,10.8311,27.6386,0.292532,3405.8,10.6603,0.545516,0.00609148,8793.99,79.1501,0.191253,0.00262645,0.00679573,1127.6,14.1568,23.5234,0.307228,0.818174,3246.03,12.615,1.2772,0.12394,16251.9,1050.19,0.890157,0.0089087,0.00917395,4960.28,9.47143,5.26271,0.069653,1.12373,0.0155009,0.198539,0.00272475,0.00705005,1166.87,14.5956,37.7648,24.7911,0.32313,0.860522,3297.21,12.6164,33.5985,0.903825,0.00904548,0.00931481,4970.43,9.15557,9.42817,5.06518,0.0670089,0.17338,0.717355,0.403853,
NIST 610 - 11,7412.47,435.992,11111.6,459.992,181889,7388.42,161633,6972.38,383957,17529.3,732459,27949.4,791257,41732.1,739869,31780.1,3.02205e+06,130484,17.1622,1.68815,1,0,7702.32,335.14,11215,284.352,191379,4468.86,171861,3904.79,411122,9639.44,769815,15372.2,864330,22620.4,786234,17576.3,3.2144e+06,71316.9,0.222722,0.00167926,1296.03,8.85857,27.566,0.266268,3403.5,9.72017,0.532602,0.00542932,8625.46,71.4352,0.189721,0.00232014,0.00663626,1119.43,12.5337,23.4773,0.293349,0.811679,3244.4,11.9881,1.25779,0.124366,15921.1,1036.81,0.89472,0.00734657,0.00766928,4966.93,10.7897,5.29814,0.0629942,1.11406,0.0134617,0.194955,0.00238463,0.00682072,1147.71,12.8248,36.6825,24.3305,0.304212,0.841736,3279.18,12.013,33.2391,0.908791,0.00746209,0.00778988,4976.94,11.7751,12.2924,5.13896,0.0610903,0.174736,0.777134,0.277361,
NIST 610 - 10,7489.35,420.841,10930.7,478.011,181824,6982.37,161590,6317.47,382095,17627.7,701556,32087.3,780272,41778.1,743925,29147.8,2.96439e+06,135748,17.0522,1.69166,1,0,7890.84,301.429,11147,271.79,191375,3625.68,170742,3172.24,411697,8521.27,756112,14774.9,858110,20758.1,785440,14861,3.19307e+06,63317.8,0.225351,0.00233709,1309.68,12.2529,27.6343,0.29395,3405.67,10.601,0.544953,0.00465776,8788.94,60.7357,0.190884,0.00209214,0.00659615,1125.81,11.2999,23.5219,0.261221,0.801987,3246.72,10.8929,1.2901,0.128674,16181.8,1064.01,0.890422,0.00667579,0.00702605,4969.58,12.7587,5.26069,0.0564741,1.13182,0.0143862,0.203572,0.00219997,0.00693611,1194.1,11.756,37.0646,25.5685,0.280111,0.859982,3328.16,10.7837,33.1074,0.904884,0.00678419,0.00714015,4944.08,48.2062,50.7355,4.90759,0.0519526,0.163797,0.728656,0.353242,
NIST 610 - 9,7538.1,428.6,10977.2,448.956,182561,7008.6,163057,6323.36,380300,18192.1,716284,29514.8,794512,42232.1,746691,29007.4,3.02795e+06,125184,17.0641,1.68873,1,0,8042.55,279.558,11079.7,255.957,192108,3663.28,171689,3301.85,410856,8886.47,759205,14979.7,870150,21484.6,785764,15140.1,3.20891e+06,63297.8,0.222463,0.00292947,1294.21,15.4216,27.4068,0.320266,3395.82,11.3852,0.540675,0.00497537,8732.39,65.1806,0.188808,0.00283506,0.0068061,1114.26,15.3472,23.3764,0.310315,0.814957,3239.86,12.7326,1.25366,0.121272,16048.1,1051.17,0.895913,0.00924596,0.00950507,4952.57,17.6865,5.33881,0.0793827,1.14405,0.0183344,0.187434,0.00282096,0.00677225,1106.81,15.2884,36.7026,23.0932,0.308572,0.810378,3227.96,12.8084,33.6377,0.910833,0.00939994,0.00966337,4933.17,33.4512,34.3887,5.30516,0.0789455,0.189523,0.731005,0.5625,
NIST 610 - 1,7196.89,413.946,10320.1,522.986,172421,7496.55,152309,7276.18,358774,18725.4,674922,33703.3,754013,41073.6,700672,32123.8,2.8248e+06,141198,17.278,1.69334,1,0,7584.73,300.712,10719,280.193,183901,3750.02,165178,3313.35,392627,9149.16,737085,14944.7,830065,20973.5,751801,15846.7,3.08383e+06,62823.2,0.224272,0.00283262,1303.79,14.9154,27.7224,0.336493,3406.86,11.808,0.53476,0.00466709,8655.06,61.3382,0.190262,0.00258937,0.00675148,1124.07,14.4152,23.5099,0.287241,0.810475,3247.36,12.1205,1.28585,0.131527,16124.1,1086.75,0.894834,0.00966136,0.00990903,4944.39,14.6433,5.28272,0.0727637,1.12181,0.0178503,0.1962,0.00266387,0.00694574,1156.16,14.7539,38.4691,24.9708,0.303561,0.856523,3306.15,12.0898,34.1123,0.909815,0.00982311,0.0100749,4952.26,14.9371,15.32,5.10924,0.070214,0.183075,0.680188,0.514768,
NIST 610 - 26,7039.14,435.086,10316.6,525.694,169253,8154.55,149590,7788,356839,19199.5,653317,33992.9,745488,41215.1,683894,35794.7,2.77363e+06,145896,17.0522,1.69166,1,0,7436.44,336.884,10683.8,285.7,183650,3777.15,164506,3422.93,392862,9377.27,718799,14598.1,821387,21647.4,751737,15974.3,3.05114e+06,65317.2,0.225407,0.00290405,1309.74,15.2283,27.8246,0.317423,3410.78,11.0691,0.545679,0.00568461,8796.84,74.2688,0.191105,0.00271564,0.00682623,1126.76,14.6666,23.6426,0.300102,0.8191,3251.16,12.1625,1.28757,0.127632,16165.2,1046.32,0.895455,0.00895014,0.00921731,4963.74,10.4373,5.26978,0.0737749,1.13904,0.0175941,0.197172,0.00280291,0.00704559,1159.49,15.0604,37.8568,24.5062,0.312505,0.852952,3286.1,12.235,33.3944,0.910341,0.00909893,0.00937054,4966.74,10.3622,10.6715,5.12629,0.0718795,0.180681,0.771398,0.492926,
NIST 610 - 28,6836.45,413.381,10122.2,517.722,165498,8313.14,147342,7701.59,351661,18756.1,645038,33691.6,731377,40257.3,673589,35196.9,2.73043e+06,143533,17.0522,1.69166,1,0,7182.2,296.707,10541.7,296.312,180643,3920.64,161987,3503.91,386813,9120.44,709452,15027.2,805448,21160.3,740025,16012.8,3.0023e+06,65577.6,0.225885,0.00282031,1312.3,14.7881,27.9158,0.286194,3414.41,9.92578,0.543769,0.0052157,8772.6,68.2124,0.191528,0.00285598,0.00689589,1128.99,15.4138,23.7652,0.309731,0.826339,3256.06,12.4595,1.26855,0.12312,16171.7,1055.76,0.896837,0.00887125,0.00914155,4957.54,12.9305,5.25268,0.079121,1.13268,0.0167404,0.19655,0.00290978,0.00702578,1156.09,15.638,37.7587,25.0951,0.323264,0.862443,3309.23,12.3395,32.9209,0.911746,0.00901872,0.00929351,4957.2,12.9501,13.3446,5.05836,0.0756852,0.182745,0.766922,0.545016,
NIST 610 - 27,6600.45,411.317,9777.38,498.586,159127,8276.44,141722,7455.48,340860,18366.7,628279,33162.3,709119,39240.7,651486,34261.5,2.64697e+06,140001,17.0522,1.69166,1,0,6864.63,325.032,10147.7,284.705,174775,3848.89,155809,3504.41,374846,9415.33,691192,15432.3,780839,21129.8,715612,16230.7,2.9102e+06,66186,0.225489,0.00289054,1310.18,15.1724,27.7303,0.318806,3407.42,11.1627,0.542935,0.00585535,8760.6,76.7013,0.191244,0.00288531,0.00689964,1127.44,15.5765,23.5976,0.320864,0.825597,3248.91,13.07,1.27875,0.126811,16121.9,1057.16,0.891799,0.0102388,0.0104712,4956.68,12.1733,5.27061,0.0783001,1.12819,0.0174446,0.157097,0.00247389,0.00591582,940.103,13.7514,32.8838,19.7617,0.282216,0.726155,3076.5,13.6102,35.0197,0.907416,0.0104181,0.0106546,4962.11,13.698,14.009,6.84607,0.112108,0.268084,0.731944,0.499388,
HFO
HFO - 72,2.39475e+07,1.05241e+06,5812.39,162.231,82880.4,2480.41,76626.8,2348.44,181081,5600.35,33.7662,8.82217,643615,30627.8,346401,10497.3,2.52717e+07,1.10637e+06,17.0641,1.68873,1,0,2.50397e+07,822380,5009.39,140.077,84720.1,1981.26,78401.8,1854.3,185328,4421.48,34.6033,9.35316,679816,22538,353457,8268,2.64265e+07,859415,0.125905,0.00152809,764.251,8.76681,16.055,0.191748,2879.12,11.9939,-262179,43890,149625,1707.76,0.10652,0.00104776,0.00364467,652.401,6.11034,13.6441,0.132162,0.459259,2723.81,9.32308,-485748,59792.1,164067,3337.08,0.925616,0.00470002,0.00522268,nan,,9.42135,0.0952367,-1.01995e+06,182881,0.122118,0.00119149,0.00414462,742.612,6.85239,23.8363,15.4378,0.147471,0.512456,2841.16,9.25984,32.1776,0.923192,0.00468756,0.00520883,nan,,,8.18903,0.0822773,0.286204,0.862359,0.239775,
HFO - 73,2.33893e+07,982683,5715.44,200.048,82211.9,2150.78,75222.3,2208.87,179456,4950.86,27.1523,7.14532,635745,31495.2,343124,9251.85,2.47076e+07,1.0335e+06,17.0641,1.68873,1,0,2.43256e+07,783432,4994.88,157.572,83574.4,1768.2,76956.4,1691.43,182535,4119.46,26.9401,7.57753,675479,22752.9,348059,7623.1,2.56973e+07,819685,0.125367,0.00168531,761.12,9.67498,15.9296,0.212285,2869.67,12.9288,-67088.3,8303.97,151133,1520.97,0.105842,0.000765932,0.00355215,648.497,4.46656,13.5006,0.103528,0.447349,2714.4,7.2672,-154654,21161.8,163584,3080.04,0.920572,0.0043802,0.00493112,nan,,9.45644,0.0669069,-245819,31790,0.122162,0.000879295,0.00407789,742.927,5.05317,23.435,15.4557,0.117435,0.507444,2842.83,7.25917,31.3673,0.918272,0.00436871,0.00491819,nan,,,8.1826,0.0576411,0.267321,0.803973,0.264294,
HFO - 74,2.37747e+07,956785,5792.31,174.659,83161.4,2162.32,76005.2,2031.85,180169,4933.36,23.8411,6.84595,651920,29326.3,345183,9192.1,2.51053e+07,1.00673e+06,17.0522,1.69166,1,0,2.47983e+07,719627,5024.04,142.221,84877,1630.3,77656.7,1501.85,184201,3637.98,22.5109,7.28923,687404,20996.2,351756,6778.59,2.61892e+07,751885,0.125064,0.00166323,759.397,9.54227,15.7673,0.207525,2859.98,12.7793,-49213.7,5469.76,151917,1399.14,0.105406,0.000823428,0.00355109,645.947,4.80403,13.3641,0.0985762,0.44194,2704.87,7.00643,-114830,15433.8,163963,3128.69,0.915188,0.00425735,0.00481612,nan,,9.49842,0.0731109,-182140,21034.1,0.121954,0.00095837,0.00413304,741.717,5.50937,23.7596,15.3874,0.114154,0.511779,2838.65,7.11435,31.8953,0.91301,0.00424715,0.00480458,nan,,,8.20453,0.0635584,0.2741,0.818816,0.300369,
HFO - 75,2.36344e+07,904279,5711.28,171.414,82630.6,1884.69,75958,1790.32,180164,4364.36,28.7582,8.17325,648628,25644.2,344545,8082.9,2.49608e+07,947824,17.1622,1.68815,1,0,2.43905e+07,743320,4962.76,132.574,83923.2,1450.18,77220,1352.9,183222,3315.52,27.1193,8.70261,672224,20026.4,349327,6108.44,2.57614e+07,773217,0.126576,0.00179957,768.012,10.3034,16.0501,0.230529,2876.46,13.8118,-38233.4,4389.57,151161,1238.62,0.106711,0.000729099,0.00357229,653.57,4.24863,13.5943,0.0971716,0.448871,2721.06,6.78823,-86713.7,12475.1,164680,3734.41,0.91979,0.00412928,0.00470872,nan,,9.37733,0.0624155,-140394,16711.8,0.122356,0.000814226,0.00398938,744.047,4.67763,22.9185,15.4712,0.111306,0.514162,2843.88,6.89652,31.8576,0.917711,0.00411992,0.00469805,nan,,,8.17916,0.054859,0.268787,0.798066,0.241711,
HFO - 4,1.77566e+07,910156,4368.63,146.969,61715.4,1736.8,56423.9,1645.92,132795,4193.71,17.1053,6.06912,462183,24278.9,256081,7382.13,1.87107e+07,954107,17.1622,1.68815,1,0,1.88971e+07,691749,3705.56,111.896,62989.3,1396.72,57661.8,1302.55,136149,3007.52,17.4196,6.52719,493573,18073.9,260923,5790.67,1.99126e+07,720556,0.129782,0.00200387,786.262,11.4364,16.3683,0.250058,2894.78,14.7688,-92871.7,8302.02,145627,1889.24,0.109321,0.000668529,0.00364447,668.764,3.8843,13.8532,0.0876674,0.455095,2739.93,5.81813,-219577,27563.4,157899,3792.96,0.915671,0.00536632,0.00582003,4996.41,2.63647,9.15949,0.0560377,-333858,31663.3,0.122058,0.000742978,0.00405033,742.348,4.26804,23.2671,15.4397,0.093952,0.487719,2842.18,5.82775,30.2527,0.916508,0.00537115,0.00582527,4996.75,2.4625,2.6707,8.19424,0.0499619,0.272366,0.618292,0.427243,
